@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g3                                      numeric
@ATTRIBUTE g3_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE f3                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5                                      numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g2_ratio                                numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g5_ratio                                numeric
@ATTRIBUTE g6_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r1_ratio                                numeric
@ATTRIBUTE r2_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r4_ratio                                numeric
@ATTRIBUTE r5_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g1dashbkg                               numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g3dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g5dashbkg                               numeric
@ATTRIBUTE g6dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
10412,2468,10044,1222,0,8748,2921,6885,1745,0,11732,2196,11116,1660,0,9698,1661,7002,1152,0,5776,1621,3896,1064,0,8134,2659,4320,1784,0,7133,1335,2213,896,0,0.9,1.13,1.01,1.37,1.47,2.16,4.4,1.11,0.88,0.99,0.73,0.68,0.46,0.23,7944,5827,9536,8037,4155,5475,5798,8822,5140,9456,5850,2832,2536,1317,11/02/01@11/02/02@11/02/03/01@16/03/01
3405,1734,2480,848,0,4179,1964,3114,978,0,2163,1119,2027,724,0,2313,968,1668,588,0,3734,1250,3083,1150,0,4010,1953,3911,1185,0,1881,748,1933,545,0,1.02,1.04,0.8,1.25,1.29,0.75,0.82,0.98,0.96,1.25,0.8,0.78,1.33,1.22,1671,2215,1044,1345,2484,2057,1133,1632,2136,1303,1080,1933,2726,1388,01/04@10/03/01@14/07/03@30/01/05/01/03@32/01@40/01/03@43/01/03/05
12607,2276,12033,1106,0,14106,2541,13575,1365,0,8773,1440,7718,997,0,10628,1168,8094,754,0,11502,1706,8200,1213,0,11901,2329,4426,1470,0,9987,1022,2508,688,0,0.95,0.95,1.09,1.29,1.4,3.24,4.93,1.05,1.05,0.92,0.78,0.71,0.31,0.2,10331,11565,7333,9460,9796,9572,8965,10927,12210,6721,7340,6987,2956,1820,12/01/01
3274,2055,2100,1006,0,4029,2362,2944,1246,0,2604,1370,2008,925,0,2274,1131,1597,718,0,3237,1540,2166,1081,0,3104,2112,2738,1337,0,1760,931,1520,656,0,1.11,0.98,1.14,1.3,1.56,0.71,0.96,0.9,1.02,0.88,0.77,0.64,1.41,1.04,1219,1667,1234,1143,1697,992,829,1094,1698,1083,879,1085,1401,864,11/04/03/01@11/04/03/05@16/03/03
8130,2084,7035,1065,0,10530,2526,9361,1328,0,6581,1351,5433,921,0,6395,1236,5320,785,0,8435,1621,6989,1178,0,7160,2116,3526,1357,0,5326,1007,1994,668,0,1.01,1,1.16,1.14,1.17,2.33,3.26,0.99,1,0.86,0.88,0.85,0.43,0.31,6046,8004,5230,5159,6814,5044,4319,5970,8033,4512,4535,5811,2169,1326,14/04@20/01/10@20/03@20/09/05
6913,2120,6855,1009,0,9126,2463,9662,1362,0,6634,1371,5851,914,0,5869,1150,3477,707,0,7880,1627,4357,1112,0,5102,2178,2963,1312,0,4471,904,1938,642,0,0.82,0.8,1.07,1.7,1.93,1.77,2.75,1.22,1.25,0.93,0.59,0.52,0.56,0.36,4793,6663,5263,4719,6253,2924,3567,5846,8300,4937,2770,3245,1651,1296,12/04/01
4992,2620,3299,1250,0,3273,2229,2273,1228,0,2420,1220,2122,920,0,3525,1316,3178,932,0,5345,1835,4200,1142,0,3956,2204,3975,1491,0,2151,1110,1656,792,0,1.16,1,1,0.98,1.15,0.71,1.2,0.86,1,1,1.02,0.87,1.41,0.83,2372,1044,1200,2209,3510,1752,1041,2049,1045,1202,2246,3058,2484,864,32/07@42/16
4295,2224,3735,1175,0,4533,2547,3554,1581,0,4927,1704,4675,1216,0,3829,1289,2122,909,0,2829,1391,1700,1019,0,3466,2340,2543,1640,0,3387,1128,1548,785,0,0.81,1.01,0.93,2.09,2.11,1.25,2.96,1.23,0.99,1.08,0.48,0.47,0.8,0.34,2071,1986,3223,2540,1438,1126,2259,2560,1973,3459,1213,681,903,763,20/01/03
3172,2175,2128,1193,0,3477,2719,2445,1691,0,2511,1685,2340,1261,0,1893,1221,1978,841,0,2130,1376,2076,897,0,2927,2414,3170,1742,0,1662,1092,2532,815,0,1.07,1.01,0.77,0.59,0.64,0.36,0.33,0.93,0.99,1.3,1.69,1.56,2.78,3.03,997,758,826,672,754,513,570,935,754,1079,1137,1179,1428,1717,20/01/11@20/01/27@32/07
3200,2084,1830,1041,0,3991,2413,3053,1310,0,2303,1372,2109,947,0,2159,1120,1443,707,0,2948,1722,2270,1150,0,3143,2158,3092,1330,0,1741,940,1741,680,0,1.41,0.91,0.8,1.41,1.09,0.56,0.75,0.71,1.1,1.25,0.71,0.92,1.79,1.33,1116,1578,931,1039,1226,985,801,789,1743,1162,736,1120,1762,1061,11/06/02
7666,2061,6994,1087,0,11264,2586,9438,1431,0,6683,1461,6430,1029,0,6236,1174,4605,758,0,9235,1739,6851,1314,0,6963,2237,3917,1398,0,5095,1034,2072,716,0,0.95,1.08,0.97,1.32,1.35,1.88,2.99,1.05,0.93,1.03,0.76,0.74,0.53,0.33,5605,8678,5222,5062,7496,4726,4061,5907,8007,5401,3847,5537,2519,1356,12/04@12/07
3558,1912,2594,922,0,4459,2279,3504,1184,0,6782,1347,10240,859,1,2647,1029,2092,674,0,3319,1606,2865,1191,0,3251,2092,2922,1264,0,2094,832,1505,597,0,0.98,0.94,0.58,1.14,1.02,0.7,1.39,1.02,1.06,1.72,0.88,0.98,1.43,0.72,1646,2180,5435,1618,1713,1159,1262,1672,2320,9381,1418,1674,1658,908,11/02/03/04@18/02/01/02/01@34/11/03/07
7732,2704,5945,1253,0,4180,2353,2874,1354,0,4731,1381,4234,1041,0,6953,1727,5778,1180,0,6530,1617,5792,1048,0,5942,2295,5133,1398,0,3530,1363,1755,850,0,1.07,1.2,1.05,1.14,1.04,0.98,2.39,0.93,0.83,0.95,0.88,0.96,1.02,0.42,5028,1827,3350,5226,4913,3647,2167,4692,1520,3193,4598,4744,3735,905,14/04
11935,2226,13449,1225,0,11770,2758,9971,1737,0,8793,1691,8750,1322,0,8435,1297,6674,896,0,5657,1352,4449,1071,0,7352,2220,3544,1492,0,8669,1159,2829,781,0,0.79,1.09,0.96,1.24,1.27,2.5,3.67,1.27,0.92,1.04,0.81,0.79,0.4,0.27,9709,9012,7102,7138,4305,5132,7510,12224,8234,7428,5778,3378,2052,2048,12/01/01
6214,2623,4756,1261,0,3874,2343,2795,1321,0,4266,1400,4318,1015,0,5803,1534,3310,1090,0,4992,1693,2587,974,0,5225,2156,3062,1446,0,3306,1120,1436,732,0,1.03,1.04,0.87,1.92,2.05,1.9,3.11,0.97,0.96,1.15,0.52,0.49,0.53,0.32,3591,1531,2866,4269,3299,3069,2186,3495,1474,3303,2220,1613,1616,704,11/02/01@11/04/01@12/01
4137,2123,3354,1082,0,4729,2571,4457,1687,0,3525,1641,3580,1254,0,2967,1305,2398,930,0,2706,1325,2285,1073,0,3112,2252,2605,1584,0,2711,1065,2125,797,0,0.89,0.78,0.81,1.13,1.14,0.84,1.24,1.12,1.28,1.23,0.88,0.88,1.19,0.81,2014,2158,1884,1662,1381,860,1646,2272,2770,2326,1468,1212,1021,1328,14/04@20/01/10@20/09/04
13468,2684,7857,1281,0,6425,2122,3538,1103,0,5690,1240,3506,803,0,7629,1156,5992,710,0,8076,1588,5197,992,0,7477,2213,3621,1212,0,6399,1008,2909,718,0,1.64,1.77,1.65,1.23,1.54,2.19,2.46,0.61,0.56,0.61,0.81,0.65,0.46,0.41,10784,4303,4450,6473,6488,5264,5391,6576,2435,2703,5282,4205,2409,2191,01/06/02/01@10/03/02@43/01/03/09
7314,2545,5137,1182,0,5729,2184,3829,1090,0,4983,1284,3483,887,0,4427,1159,2809,696,0,7099,1703,3671,1051,0,5819,2048,3117,1139,0,3838,918,3502,648,0,1.21,1.29,1.42,1.55,2.06,1.91,1.02,0.83,0.78,0.7,0.65,0.49,0.52,0.98,4769,3545,3699,3268,5396,3771,2920,3955,2739,2596,2113,2620,1978,2854,12/07
8709,2388,6725,1168,0,7344,2169,6056,1169,0,4652,1292,3960,882,0,5086,1232,4077,736,0,6870,1722,5998,1066,0,6792,2065,5033,1179,0,3883,882,2556,616,0,1.14,1.06,1.09,1.15,1.04,1.23,1.55,0.88,0.94,0.92,0.87,0.96,0.81,0.65,6321,5175,3360,3854,5148,4727,3001,5557,4887,3078,3341,4932,3854,1940,01/04@10/01/09/05@11/02/03/04@16/19/03
4558,2371,3190,1110,0,5200,2199,4029,1136,0,3636,1334,3414,927,0,3088,1159,1948,682,0,4665,1756,3060,1021,0,4341,2019,2935,1176,0,3853,796,4165,558,0,1.05,1.04,0.93,1.52,1.43,1.32,0.85,0.95,0.96,1.08,0.66,0.7,0.76,1.18,2187,3001,2302,1929,2909,2322,3057,2080,2893,2487,1266,2039,1759,3607,20/03
3351,1940,2476,946,0,5039,2292,4349,1140,0,2806,1286,3281,900,0,2829,1054,2564,691,0,3319,1514,3351,1169,0,3464,1988,3383,1158,0,2292,842,2391,599,0,0.92,0.86,0.64,0.95,0.83,0.66,0.81,1.09,1.16,1.56,1.05,1.2,1.52,1.23,1411,2747,1520,1775,1805,1476,1450,1530,3209,2381,1873,2182,2225,1792,20/09/07/03@20/09/16
12692,2540,12567,1245,0,7502,2461,6412,1441,0,11832,1567,14114,1198,0,17159,2018,11282,1342,0,9138,1681,5713,945,0,11652,2410,4181,1562,0,8738,1222,1631,752,0,0.9,1.01,0.79,1.52,1.56,3.53,8.55,1.11,0.99,1.27,0.66,0.64,0.28,0.12,10152,5041,10265,15141,7457,9242,7516,11322,4971,12916,9940,4768,2619,879,11/04/01@11/06/01
12756,2564,13279,1229,0,11440,2512,10313,1471,0,8345,1626,9219,1189,0,16270,1552,12077,1099,0,9026,1531,6447,980,0,11546,2529,4719,1564,0,9392,1098,2118,684,0,0.85,1.01,0.84,1.34,1.37,2.86,5.78,1.18,0.99,1.19,0.75,0.73,0.35,0.17,10192,8928,6719,14718,7495,9017,8294,12050,8842,8030,10978,5467,3155,1434,12/01/01
4983,1998,4191,1037,0,5117,2559,4782,1635,0,3751,1441,4887,1104,0,3390,1261,3070,879,0,2771,1330,2706,1009,0,3587,2170,2626,1520,0,3004,922,2542,767,0,0.95,0.81,0.61,0.97,0.85,1.28,1.17,1.05,1.23,1.64,1.03,1.18,0.78,0.85,2985,2558,2310,2129,1441,1417,2082,3154,3147,3783,2191,1697,1106,1775,01/05@14/07/02/01
6394,2365,4573,1134,0,10104,2347,8559,1292,0,6009,1466,5516,1163,0,5811,1172,4804,691,0,7068,1646,6467,1118,0,8293,2041,3660,1192,0,5228,884,2186,612,0,1.17,1.07,1.04,1.13,1.01,2.53,2.76,0.85,0.93,0.96,0.88,0.99,0.4,0.36,4029,7757,4543,4639,5422,6252,4344,3439,7267,4353,4113,5349,2468,1574,02/45/11@20/09/07@20/09/13@20/09/14@20/09/16@20/09/18/09/01@42/25@42/29@43/01/03/05
3018,1828,2015,917,0,4210,2170,3239,1088,0,3495,1228,4487,832,0,2141,988,1481,638,0,3134,1643,2413,1096,0,3482,2048,3890,1298,0,1796,820,1642,597,0,1.08,0.95,0.62,1.37,1.13,0.55,0.93,0.93,1.05,1.61,0.73,0.88,1.82,1.08,1190,2040,2267,1153,1491,1434,976,1098,2151,3655,843,1317,2592,1045,14/04@16/01@20/01/10@20/09/16@20/09/18/09/01@42/04/03
4054,2224,2455,1072,0,4137,2192,2556,1063,0,2597,1333,2343,888,0,2267,1108,1496,678,0,3782,1654,2663,981,0,3567,2104,2349,1209,0,1871,924,1146,654,0,1.32,1.3,0.87,1.42,1.27,1.28,1.92,0.76,0.77,1.15,0.7,0.79,0.78,0.52,1830,1945,1264,1159,2128,1463,947,1383,1493,1455,818,1682,1140,492,10/01/03/05
10582,2485,9275,1196,0,8160,2633,6404,1648,0,6432,1697,5682,1324,0,8230,1716,7187,1174,0,7821,1676,5915,1081,0,9028,2285,6402,1505,0,5645,1250,4381,898,0,1,1.16,1.09,1.08,1.27,1.38,1.26,1,0.86,0.92,0.93,0.79,0.72,0.79,8097,5527,4735,6514,6145,6743,4395,8079,4756,4358,6013,4834,4897,3483,01/05/03@02/19@14/07/02@40/01
2976,1986,1919,1034,0,3461,2406,2192,1455,0,2202,1505,1662,1146,0,2377,1177,1831,805,0,2356,1411,1720,978,0,2906,2261,2235,1539,0,1565,957,1380,731,0,1.12,1.43,1.35,1.17,1.27,0.93,0.94,0.89,0.7,0.74,0.85,0.79,1.08,1.06,990,1055,697,1200,945,645,608,885,737,516,1026,742,696,649,14/07/05@14/10@14/13/01/01@16/01
5566,2461,4559,1217,0,4537,2808,3553,1631,0,6172,1857,5394,1394,0,4912,1630,3756,1110,0,3678,1703,2729,1060,0,4668,2574,3229,1760,0,3476,1094,1660,719,0,0.93,0.9,1.08,1.24,1.18,1.43,2.53,1.08,1.11,0.93,0.81,0.85,0.7,0.4,3105,1729,4315,3282,1975,2094,2382,3342,1922,4000,2646,1669,1469,941,01/05/25@02/01/03@11/02/03/04
9058,2253,6837,1137,0,8550,2267,6549,1191,0,5443,1392,4766,970,0,5864,1200,4760,720,0,7176,1630,5715,1028,0,8035,2074,5407,1249,0,5300,923,3962,684,0,1.19,1.17,1.07,1.15,1.18,1.43,1.34,0.84,0.85,0.93,0.87,0.85,0.7,0.75,6805,6283,4051,4664,5546,5961,4377,5700,5358,3796,4040,4687,4158,3278,10/01/03/05@10/01/05/01@16/03/01
2990,1844,1932,900,0,3934,2193,3260,1084,0,2048,1116,2123,764,0,1963,975,2199,610,0,2763,1401,3781,1218,0,3077,1943,4195,1220,0,1720,807,2438,568,0,1.11,0.8,0.69,0.62,0.53,0.38,0.49,0.9,1.25,1.45,1.61,1.89,2.63,2.04,1146,1741,932,988,1362,1134,913,1032,2176,1359,1589,2563,2975,1870,01/03@01/04@01/05/02/07@02/01
3328,2180,1770,1027,0,3538,2293,2121,1153,0,1902,1268,1441,887,0,1986,1122,1411,674,0,2577,1553,1783,995,0,3278,2125,2569,1248,0,1776,890,1582,673,0,1.55,1.29,1.14,1.17,1.3,0.87,0.97,0.65,0.78,0.88,0.85,0.77,1.15,1.03,1148,1245,634,864,1024,1153,886,743,968,554,737,788,1321,909,20/01/07@20/09/18
5231,2372,4060,1093,0,5473,2778,4647,1671,0,7549,1892,7988,1355,0,6179,1809,4592,1171,0,3324,1721,2346,1077,0,5799,2453,4528,1718,0,4467,1325,2547,903,0,0.96,0.91,0.85,1.28,1.26,1.19,1.91,1.04,1.1,1.18,0.78,0.79,0.84,0.52,2859,2695,5657,4370,1603,3346,3142,2967,2976,6633,3421,1269,2810,1644,01/03/10@30/01/09/07
3956,1767,3066,843,0,4482,2410,3275,1447,0,2912,1442,2192,1009,0,2551,1115,1745,782,0,2786,1227,2316,1066,0,3752,2298,2982,1704,0,2132,839,1924,668,0,0.98,1.13,1.24,1.49,1.25,1.14,1.03,1.02,0.88,0.81,0.67,0.8,0.88,0.97,2189,2072,1470,1436,1559,1454,1293,2223,1828,1183,963,1250,1278,1256,01/06/10@11/02/03/04/01@16/03/01@42/19
21115,1827,21632,993,0,23054,2535,22904,1398,0,13106,1329,14881,1000,0,16876,1182,18173,825,0,16006,1294,15106,1385,0,18871,2240,12214,1612,0,18782,861,5007,620,0,0.93,0.95,0.85,0.9,1.07,1.57,4.09,1.08,1.05,1.18,1.11,0.93,0.64,0.24,19288,20519,11777,15694,14712,16631,17921,20639,21506,13881,17348,13721,10602,4387,12/01/01
3965,2178,2446,966,0,5120,2282,3579,1238,0,4291,1477,3743,1110,0,3309,1095,2226,644,0,3412,1601,2346,1010,0,3851,1855,2854,1044,0,2562,833,1858,594,0,1.21,1.21,1.07,1.4,1.36,1.1,1.37,0.83,0.83,0.93,0.71,0.74,0.91,0.73,1787,2838,2814,2214,1811,1996,1729,1480,2341,2633,1582,1336,1810,1264,10/03/01/01/09@10/03/03@11/02/03/01@11/02/03/04/01
6719,1764,6749,910,0,9979,2312,9735,1276,0,4869,1241,4661,855,0,5161,1057,3601,694,0,6318,1366,7784,1188,0,7592,2085,4421,1246,0,4732,791,2850,577,0,0.85,0.91,0.95,1.41,0.75,1.73,1.73,1.18,1.1,1.05,0.71,1.33,0.58,0.58,4955,7667,3628,4104,4952,5507,3941,5839,8459,3806,2907,6596,3175,2273,01/01/03/02/01@01/02@02/10@16/21/07
3604,1763,2726,889,0,3507,2074,2621,1156,0,1934,1206,1732,852,0,2363,1041,1795,699,0,3162,1507,2536,1384,0,3862,2127,3752,1602,0,2066,829,2017,657,0,1,0.98,0.83,1.21,1.44,0.81,0.91,1,1.02,1.2,0.83,0.69,1.23,1.1,1841,1433,728,1322,1655,1735,1237,1837,1465,880,1096,1152,2150,1360,01/05@01/20/15@02/01
3202,1761,2337,831,0,3875,2034,2968,1070,0,1901,1082,1767,690,0,2035,935,1493,579,0,2984,1345,2744,1183,0,3768,1904,3002,1183,0,1780,747,1405,562,0,0.96,0.97,0.76,1.2,1.05,1.02,1.23,1.04,1.03,1.32,0.83,0.95,0.98,0.81,1441,1841,819,1100,1639,1864,1033,1506,1898,1077,914,1561,1819,843,10/01/09/05@14/07/04@42/10/03
3041,1693,2155,815,0,3752,1938,3053,949,0,1882,1081,1721,723,0,1967,955,1523,608,0,3040,1218,3351,1199,0,3607,1935,3518,1231,0,1715,751,1948,604,0,1.01,0.86,0.8,1.11,0.85,0.73,0.72,0.99,1.16,1.25,0.9,1.18,1.37,1.39,1348,1814,801,1012,1822,1672,964,1340,2104,998,915,2152,2287,1344,14/07/07@18/02/01
7609,2128,5809,1062,0,8050,2419,6376,1292,0,4419,1393,3566,937,0,5336,1091,3938,694,0,6386,1671,4849,1206,0,8202,2153,5423,1377,0,5052,917,3280,670,0,1.15,1.11,1.15,1.31,1.29,1.5,1.58,0.87,0.9,0.87,0.76,0.78,0.67,0.63,5481,5631,3026,4245,4715,6049,4135,4747,5084,2629,3244,3643,4046,2610,10/01/02@10/03/01/01/09@10/03/04/03@10/03/04/05
7601,2148,6357,1025,0,11322,2505,10342,1318,0,6752,1371,6241,947,0,6091,1099,5808,683,0,8797,1741,8894,1241,0,6931,2161,5817,1337,0,4853,890,2948,670,0,1.02,0.98,1.02,0.97,0.92,1.06,1.74,0.98,1.02,0.98,1.03,1.09,0.94,0.57,5453,8817,5381,4992,7056,4770,3963,5332,9024,5294,5125,7653,4480,2278,16/01@20/09/07
4277,1637,3576,812,0,4765,1864,4325,912,0,2239,1100,1878,712,0,2590,905,1620,601,0,6212,1377,5146,1242,0,5937,1915,4873,1185,0,2499,787,2199,583,0,0.96,0.85,0.98,1.65,1.24,1.09,1.06,1.04,1.18,1.02,0.61,0.81,0.92,0.94,2640,2901,1139,1685,4835,4022,1712,2764,3413,1166,1019,3904,3688,1616,10/03/01/01/01@11/02/03/01/01@11/02/03/04
